Player,Tm,Age,Pos,G_P,GS,Tgt,Rec_P,Ctch%,Yds_P,TD_P,1D,Succ%,Y/Tgt,R/G,Y/G,Fmb,G,Rec,Yds,Avg,TD,Plays_S,Yds_S,Avg_S,TD_S,Conf,School,Height,Weight,40yd,Vertical,Broad Jump,Drafted,OvrPick
Jordan Reed,WAS,23,TE,9,4,59.0,45,76.3%,499,3,30,64.4,8.5,5.0,55.4,0.0,12.0,36.5,433.0,11.7,2.5,36.5,433.0,11.7,2.5,SEC,Florida,6-2,236.0,4.72,35.5,35.5,True,149.0
Terrance Williams,DAL,24,WR,16,8,74.0,44,59.5%,736,5,31,50.0,9.9,2.8,46.0,2.0,13.0,66.33333333333333,1091.0,15.466666666666667,9.0,67.33333333333333,1096.6666666666667,15.300000000000002,9.0,Big 12,Baylor,6-2,208.0,4.52,32.5,119.0,True,138.0
Tavon Austin,STL,23,WR,13,3,69.0,40,58.0%,418,4,17,42.0,6.1,3.1,32.2,4.0,13.0,91.0,1087.3333333333333,12.200000000000001,9.333333333333334,125.66666666666667,1416.0,11.633333333333333,11.0,Big 12,West Virginia,5-8,174.0,4.34,32.0,120.0,True,8.0
Robert Woods,BUF,21,WR,14,14,85.0,40,47.1%,587,3,26,42.4,6.9,2.9,41.9,0.0,12.666666666666666,84.0,976.6666666666666,11.633333333333333,10.666666666666666,88.66666666666667,1024.0,11.666666666666666,10.666666666666666,Pac-12,USC,6-0,201.0,4.51,33.5,117.0,True,73.0
Tyler Eifert,CIN,23,TE,15,15,60.0,39,65.0%,445,2,19,46.7,7.4,2.6,29.7,0.0,12.333333333333334,46.666666666666664,613.3333333333334,13.133333333333333,3.6666666666666665,46.666666666666664,613.3333333333334,13.133333333333333,3.6666666666666665,Ind,Notre Dame,6-5,250.0,4.68,35.5,119.0,True,21.0
Mychal Rivera,OAK,23,TE,16,3,60.0,38,63.3%,407,4,25,50.0,6.8,2.4,25.4,0.0,12.0,32.5,453.0,13.75,3.0,32.5,453.0,13.75,3.0,SEC,Tennessee,6-3,242.0,4.81,31.0,112.0,True,344.0
Aaron Dobson,NWE,22,WR,12,9,72.0,37,51.4%,519,4,25,45.8,7.2,3.1,43.3,1.0,11.666666666666666,50.0,678.6666666666666,13.733333333333334,6.666666666666667,51.0,685.0,13.566666666666668,6.666666666666667,CUSA,Marshall,6-3,210.0,4.37,35.5,35.5,True,91.0
Zach Ertz,PHI,23,TE,16,3,57.0,36,63.2%,469,4,25,50.9,8.2,2.3,29.3,0.0,12.0,48.0,622.0,12.9,5.0,48.0,622.0,12.9,5.0,Pac-12,Stanford,6-5,249.0,4.76,30.5,111.0,True,67.0
Kenny Stills,NOR,21,WR,16,10,50.0,32,64.0%,641,5,24,60.0,12.8,2.0,40.1,0.0,12.666666666666666,68.0,864.6666666666666,12.833333333333334,8.0,69.0,872.3333333333334,12.766666666666666,8.0,Big 12,Oklahoma,6-0,194.0,4.38,33.5,124.0,True,272.0
Kenbrell Thompkins,NWE,25,WR,12,8,69.0,32,46.4%,466,4,21,42.0,6.8,2.7,38.8,0.0,13.0,39.0,538.5,14.05,2.0,39.0,538.5,14.05,2.0,Big East,Cincinnati,6-1,193.0,4.54,33.5,121.0,False,225.0
Darius Johnson,ATL,22,WR,10,2,43.0,22,51.2%,210,1,13,32.6,4.9,2.2,21.0,1.0,12.333333333333334,73.66666666666667,916.6666666666666,12.433333333333332,6.333333333333333,74.0,917.0,12.366666666666667,6.333333333333333,CUSA,SMU,5-9,179.0,4.6,32.0,109.0,False,225.0
Joseph Fauria,DET,23,TE,16,2,30.0,18,60.0%,207,7,14,53.3,6.9,1.1,12.9,0.0,14.0,42.5,559.0,13.05,9.0,42.5,559.0,13.05,9.0,Pac-12,UCLA,6-7,259.0,4.82,35.5,35.5,False,225.0
Justin Hunter,TEN,22,WR,14,0,42.0,18,42.9%,354,4,16,40.5,8.4,1.3,25.3,0.0,12.0,73.0,1083.0,14.8,9.0,73.0,1083.0,14.8,9.0,SEC,Tennessee,6-4,196.0,4.44,39.5,136.0,True,66.0
Stedman Bailey,STL,23,WR,16,2,25.0,17,68.0%,226,0,10,52.0,9.0,1.1,14.1,0.0,13.0,93.0,1450.5,16.0,18.5,94.0,1457.0,15.95,18.5,Big 12,West Virginia,5-10,193.0,4.52,34.5,117.0,True,156.0
Marquise Goodwin,BUF,23,WR,12,1,32.0,17,53.1%,283,3,13,43.8,8.8,1.4,23.6,1.0,12.5,30.0,341.0,11.425,1.75,41.5,442.25,10.5,2.5,Big 12,Texas,5-9,183.0,4.27,35.5,132.0,True,142.0
Da'Rick Rogers,IND,22,WR,5,3,23.0,14,60.9%,192,2,9,52.2,8.3,2.8,38.4,0.0,12.0,67.0,1040.0,15.5,9.0,70.0,1050.0,15.0,9.0,SEC,Tennessee Tech,6-2,217.0,4.5,39.5,132.0,False,225.0
Levine Toilolo,ATL,22,TE,16,3,15.0,11,73.3%,55,2,4,53.3,3.7,0.7,3.4,0.0,13.0,25.0,343.0,13.7,6.0,25.0,343.0,13.7,6.0,Pac-12,Stanford,6-8,260.0,4.86,31.0,113.0,True,229.0
Josh Boyce,NWE,22,WR,9,3,19.0,9,47.4%,121,0,6,42.1,6.4,1.0,13.4,0.0,13.0,53.666666666666664,845.0,16.3,7.333333333333333,55.0,847.3333333333334,16.033333333333335,7.666666666666667,Big 12,TCU,5-11,206.0,4.38,34.0,131.0,True,198.0
Gavin Escobar,DAL,22,TE,16,1,15.0,9,60.0%,134,2,7,53.3,8.9,0.6,8.4,0.0,13.0,40.666666666666664,548.6666666666666,13.1,5.666666666666667,41.333333333333336,551.0,12.966666666666667,5.666666666666667,MWC,San Diego State,6-6,254.0,4.84,32.0,114.0,True,79.0
Vance McDonald,SFO,23,TE,15,4,19.0,8,42.1%,119,0,5,36.8,6.3,0.5,7.9,0.0,10.666666666666666,35.666666666666664,462.0,13.066666666666668,5.0,38.0,479.3333333333333,12.700000000000001,5.0,CUSA,Rice,6-4,267.0,4.69,33.5,119.0,True,87.0
Dion Sims,MIA,22,TE,15,5,10.0,6,60.0%,32,1,3,60.0,3.2,0.4,2.1,0.0,12.0,36.0,475.0,13.2,2.0,36.0,475.0,13.2,2.0,Big Ten,Michigan State,6-5,262.0,4.75,35.0,112.0,True,202.0
Markus Wheaton,PIT,22,WR,12,1,13.0,6,46.2%,64,0,5,38.5,4.9,0.5,5.3,0.0,12.333333333333334,73.0,968.3333333333334,13.166666666666666,5.333333333333333,97.0,1152.3333333333333,11.799999999999999,6.666666666666667,Pac-12,Oregon State,5-11,189.0,4.45,37.0,120.0,True,143.0
Chris Gragg,BUF,23,TE,9,1,7.0,5,71.4%,53,1,4,71.4,7.6,0.6,5.9,0.0,13.0,41.0,518.0,12.6,2.0,41.0,518.0,12.6,2.0,SEC,Arkansas,6-3,244.0,4.5,37.5,125.0,True,414.0
Quinton Patton,SFO,23,WR,6,0,5.0,3,60.0%,34,0,1,20.0,6.8,0.5,5.7,0.0,12.5,91.5,1297.0,14.3,12.0,97.0,1315.5,13.6,12.0,WAC,Louisiana Tech,6-0,204.0,4.53,33.0,118.0,True,224.0
Marquess Wilson,CHI,21,WR,10,1,3.0,2,66.7%,13,0,1,33.3,4.3,0.2,1.3,0.0,11.0,63.0,1069.0,16.933333333333334,7.666666666666667,64.0,1072.3333333333333,16.766666666666666,7.666666666666667,Pac-12,Washington State,6-3,194.0,4.51,34.5,122.0,True,428.0
Nick Kasa,OAK,23,TE,16,1,5.0,1,20.0%,9,1,1,20.0,1.8,0.1,0.6,0.0,12.0,25.0,391.0,15.6,3.0,25.0,391.0,15.6,3.0,Pac-12,Colorado,6-6,269.0,4.71,31.5,113.0,True,332.0
Odell Beckham Jr.,NYG,22,WR,12,11,130.0,91,70.0%,1305,12,58,60.8,10.0,7.6,108.8,1.0,13.333333333333334,47.666666666666664,780.0,15.9,4.0,50.0,805.6666666666666,15.666666666666666,4.0,SEC,LSU,5-11,198.0,4.38,38.5,122.0,True,12.0
Jarvis Landry,MIA,22,WR,16,11,112.0,84,75.0%,758,5,50,52.7,6.8,5.3,47.4,7.0,13.0,66.5,883.0,12.85,7.5,66.5,883.0,12.85,7.5,SEC,LSU,5-11,205.0,4.65,28.5,110.0,True,95.0
Kelvin Benjamin,CAR,23,WR,16,15,145.0,73,50.3%,1008,9,52,43.4,7.0,4.6,63.0,1.0,14.0,42.0,753.0,17.6,9.5,43.0,769.5,17.6,9.5,ACC,Florida State,6-5,240.0,4.61,32.5,119.0,True,28.0
Mike Evans,TAM,21,WR,15,15,122.0,68,55.7%,1051,12,46,46.7,8.6,4.5,70.1,0.0,13.0,75.5,1249.5,16.85,8.5,75.5,1249.5,16.85,8.5,SEC,Texas A&M,6-5,231.0,4.53,37.0,35.5,True,7.0
Jordan Matthews,PHI,22,WR,16,10,103.0,67,65.0%,872,8,43,52.4,8.5,4.2,54.5,0.0,13.0,82.33333333333333,1192.6666666666667,15.433333333333332,6.666666666666667,85.33333333333333,1231.0,15.433333333333332,7.0,SEC,Vanderbilt,6-3,212.0,4.46,35.5,120.0,True,74.0
Sammy Watkins,BUF,21,WR,16,16,128.0,65,50.8%,982,6,48,46.9,7.7,4.1,61.4,1.0,12.0,80.0,1130.3333333333333,13.933333333333332,9.0,97.33333333333333,1243.3333333333333,12.6,9.333333333333334,ACC,Clemson,6-1,211.0,4.43,34.0,126.0,True,4.0
Brandin Cooks,NOR,21,WR,10,7,69.0,53,76.8%,550,3,25,58.0,8.0,5.3,55.0,1.0,12.666666666666666,75.33333333333333,1090.6666666666667,14.433333333333332,8.0,95.66666666666667,1204.0,12.333333333333334,8.666666666666666,Pac-12,Oregon State,5-10,189.0,4.33,36.0,120.0,True,20.0
Allen Hurns,JAX,23,WR,16,8,97.0,51,52.6%,677,6,26,38.1,7.0,3.2,42.3,0.0,12.0,40.333333333333336,630.3333333333334,14.433333333333332,4.666666666666667,40.666666666666664,634.6666666666666,14.433333333333332,4.666666666666667,ACC,Miami (FL),6-1,198.0,4.55,31.0,120.0,False,225.0
Allen Robinson,JAX,21,WR,10,8,81.0,48,59.3%,548,2,26,49.4,6.8,4.8,54.8,0.0,12.0,87.0,1225.0,14.0,8.5,90.0,1243.0,13.75,8.5,Big Ten,Penn State,6-3,220.0,4.6,39.0,127.0,True,93.0
Davante Adams,GNB,22,WR,16,11,66.0,38,57.6%,446,3,23,48.5,6.8,2.4,27.9,0.0,13.0,116.5,1515.5,13.0,19.0,116.5,1515.5,13.0,19.0,MWC,Fresno State,6-1,212.0,4.56,39.5,123.0,True,85.0
Jace Amaro,NYJ,22,TE,14,4,53.0,38,71.7%,345,2,20,49.1,6.5,2.7,24.6,1.0,10.0,65.5,880.5,14.6,5.5,65.5,880.5,14.6,5.5,Big 12,Texas Tech,6-5,265.0,4.74,33.0,118.0,True,81.0
Marqise Lee,JAX,23,WR,13,8,69.0,37,53.6%,422,1,21,44.9,6.1,2.8,32.5,0.0,12.0,82.66666666666667,1218.3333333333333,14.733333333333334,9.666666666666666,90.66666666666667,1267.0,13.9,9.666666666666666,Pac-12,USC,6-0,192.0,4.52,38.0,127.0,True,71.0
Donte Moncrief,IND,21,WR,16,2,49.0,32,65.3%,444,3,15,44.9,9.1,2.0,27.8,0.0,12.666666666666666,52.0,790.3333333333334,15.1,6.666666666666667,52.0,790.3333333333334,15.1,6.666666666666667,SEC,Mississippi,6-2,221.0,4.4,39.5,132.0,True,154.0
Paul Richardson,SEA,22,WR,15,6,44.0,29,65.9%,271,1,16,50.0,6.2,1.9,18.1,1.0,11.0,52.0,804.0,15.166666666666666,7.0,55.0,816.6666666666666,14.4,7.0,Pac-12,Colorado,6-0,175.0,4.4,38.0,124.0,True,77.0
Martavis Bryant,PIT,23,WR,10,3,48.0,26,54.2%,549,8,16,45.8,11.4,2.6,54.9,0.0,13.0,42.0,828.0,19.7,7.0,42.0,828.0,19.7,7.0,ACC,Clemson,6-4,211.0,4.42,39.0,124.0,True,214.0
Eric Ebron,DET,21,TE,13,7,47.0,25,53.2%,248,1,14,44.7,5.3,1.9,19.1,0.0,12.0,51.0,799.0,15.649999999999999,3.5,52.0,802.5,15.45,3.5,ACC,North Carolina,6-4,250.0,4.6,32.0,120.0,True,10.0
Corey Brown,CAR,23,WR,13,3,36.0,21,58.3%,296,2,12,50.0,8.2,1.6,22.8,3.0,13.0,61.5,720.0,11.7,6.5,69.0,789.0,11.45,7.0,Big Ten,Ohio State,5-11,178.0,4.51,33.0,116.0,False,225.0
Austin Seferian-Jenkins,TAM,22,TE,9,9,38.0,21,55.3%,221,2,12,50.0,5.8,2.3,24.6,1.0,12.666666666666666,48.666666666666664,613.3333333333334,12.633333333333333,7.0,48.666666666666664,613.3333333333334,12.633333333333333,7.0,Pac-12,Washington,6-5,262.0,4.75,35.5,35.5,True,70.0
Richard Rodgers,GNB,22,TE,16,5,30.0,20,66.7%,225,2,10,50.0,7.5,1.3,14.1,0.0,11.0,39.0,608.0,15.6,1.0,46.0,617.0,13.4,1.0,Pac-12,California,6-4,257.0,4.87,31.5,116.0,True,162.0
Albert Wilson,KAN,22,WR,12,2,28.0,16,57.1%,260,0,12,53.6,9.3,1.3,21.7,0.0,12.0,71.0,1177.0,16.6,8.0,95.0,1428.0,15.0,9.0,Sun Belt,Georgia State,5-9,202.0,4.43,37.5,123.0,False,225.0
Crockett Gillmore,BAL,23,TE,15,1,15.0,10,66.7%,121,1,8,66.7,8.1,0.7,8.1,0.0,12.0,46.0,522.5,11.350000000000001,3.0,46.0,522.5,11.350000000000001,3.0,MWC,Colorado State,6-6,260.0,4.89,33.5,120.0,True,163.0
Kevin Norwood,SEA,25,WR,9,2,10.0,9,90.0%,102,0,5,60.0,10.2,1.0,11.3,0.0,12.5,33.5,514.5,15.4,5.5,33.5,514.5,15.4,5.5,SEC,Alabama,6-2,198.0,4.48,33.0,121.0,True,219.0
Josh Huff,PHI,23,WR,12,0,18.0,8,44.4%,98,0,4,38.9,5.4,0.7,8.2,1.0,12.0,41.666666666666664,687.6666666666666,15.9,7.0,43.666666666666664,697.0,15.5,7.0,Pac-12,Oregon,5-11,206.0,4.51,35.5,116.0,True,150.0
Dri Archer,PIT,23,WR,12,0,10.0,7,70.0%,23,0,0,30.0,2.3,0.6,1.9,0.0,12.0,32.0,444.0,13.75,4.0,145.5,1422.0,9.649999999999999,15.0,MAC,Kent State,5-8,173.0,4.26,38.0,122.0,True,161.0
Michael Campanaro,BAL,23,WR,4,0,9.0,7,77.8%,102,1,5,66.7,11.3,1.8,25.5,0.0,10.0,73.0,799.6666666666666,11.033333333333333,4.666666666666667,80.33333333333333,838.0,10.6,5.0,ACC,Wake Forest,5-9,192.0,4.46,39.0,122.0,True,410.0
Ryan Grant,WAS,24,WR,16,2,15.0,7,46.7%,68,0,4,40.0,4.5,0.4,4.3,0.0,12.333333333333334,62.0,901.0,14.733333333333334,6.333333333333333,63.666666666666664,902.0,14.066666666666668,6.333333333333333,CUSA,Tulane,6-0,199.0,4.64,35.5,119.0,True,270.0
Bruce Ellington,SFO,23,WR,13,0,12.0,6,50.0%,62,2,5,41.7,5.2,0.5,4.8,1.0,12.5,44.5,687.5,15.4,7.5,48.5,708.5,14.6,7.5,SEC,South Carolina,5-9,197.0,4.45,39.5,120.0,True,202.0
Robert Herron,TAM,22,WR,8,0,12.0,6,50.0%,58,1,3,50.0,4.8,0.8,7.3,0.0,10.666666666666666,48.666666666666664,656.0,14.299999999999999,6.666666666666667,53.333333333333336,681.0,13.466666666666669,6.666666666666667,MWC,Wyoming,5-9,193.0,4.48,35.5,125.0,True,345.0
C.J. Fiedorowicz,HOU,23,TE,15,8,7.0,4,57.1%,28,1,1,42.9,4.0,0.3,1.9,0.0,12.5,37.5,366.0,9.8,3.5,37.5,366.0,9.8,3.5,Big Ten,Iowa,6-5,265.0,4.76,31.5,116.0,True,129.0
Troy Niklas,ARI,22,TE,7,2,3.0,3,100.0%,38,0,2,100.0,12.7,0.4,5.4,0.0,13.0,32.0,498.0,15.6,5.0,32.0,498.0,15.6,5.0,Ind,Notre Dame,6-6,270.0,4.84,32.0,114.0,True,84.0
Cody Latimer,DEN,22,WR,8,0,4.0,2,50.0%,23,0,1,50.0,5.8,0.3,2.9,0.0,12.0,61.5,950.5,15.5,7.5,61.5,950.5,15.5,7.5,Big Ten,Indiana,6-2,215.0,4.52,35.5,35.5,True,88.0
Devin Street,DAL,23,WR,16,0,7.0,2,28.6%,18,0,1,28.6,2.6,0.1,1.1,0.0,12.25,50.5,725.25,14.25,4.0,53.25,744.5,13.8,4.0,ACC,Pittsburgh,6-3,198.0,4.55,37.0,124.0,True,274.0
Marcel Jensen,JAX,24,TE,1,0,1.0,1,100.0%,8,0,0,0.0,8.0,1.0,8.0,0.0,11.0,26.0,353.0,13.6,3.0,26.0,353.0,13.6,3.0,MWC,Fresno State,6-6,259.0,4.85,35.0,115.0,False,225.0
Jalen Saunders,4TM,22,WR,15,0,1.0,1,100.0%,7,0,0,0.0,7.0,0.1,0.5,2.0,12.0,50.75,771.25,15.525,6.5,58.75,846.5,14.45,7.0,Big 12,Oklahoma,5-9,165.0,4.44,34.0,122.0,True,200.0
Isaiah Burse,DEN,23,WR,12,0,1.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,3.0,13.0,65.66666666666667,771.0,12.033333333333333,4.333333333333333,71.0,811.0,11.666666666666666,5.333333333333333,MWC,Fresno State,5-10,188.0,4.58,31.0,115.0,False,225.0
Amari Cooper,OAK,21,WR,16,15,130.0,72,55.4%,1070,6,47,47.7,8.2,4.5,66.9,1.0,13.0,76.0,1154.3333333333333,15.733333333333333,10.333333333333334,78.0,1171.3333333333333,15.700000000000001,10.333333333333334,SEC,Alabama,6-1,211.0,4.42,33.0,120.0,True,4.0
