Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att_R,Yds_R,Avg_R,TD_R,Year
Levi Brown,Troy,Sun Belt,13,321,504,63.7,4254,8.4,8.5,23,9,146.1,54,7,0.1,1,2009
Jacory Harris,Miami (FL),ACC,13,242,406,59.6,3352,8.3,7.6,24,17,140.1,48,-219,-4.6,1,2009
Ryan Colburn,Fresno State,WAC,13,181,298,60.7,2459,8.3,7.9,19,11,143.7,66,171,2.6,2,2009
Trey Revell,Louisiana-Monroe,Sun Belt,10,121,210,57.6,1739,8.3,6.9,12,12,134.6,95,354,3.7,5,2009
Kellen Moore,Boise State,WAC,14,277,431,64.3,3536,8.2,9.7,39,3,161.7,24,-5,-0.2,1,2009
Scott Tolzien,Wisconsin,Big Ten,13,211,328,64.3,2705,8.2,7.7,16,11,143.0,54,8,0.1,2,2009
Kirk Cousins,Michigan State,Big Ten,13,198,328,60.4,2680,8.2,8.1,19,9,142.6,31,60,1.9,0,2009
Bill Stull,Pitt,Big East,13,209,321,65.1,2633,8.2,8.4,21,8,150.6,32,-51,-1.6,2,2009
Case Keenum,Houston,CUSA,14,492,700,70.3,5671,8.1,8.4,44,15,154.8,60,158,2.6,4,2009
Blaine Gabbert,Missouri,Big 12,13,262,445,58.9,3593,8.1,8.2,24,9,140.5,103,204,2.0,3,2009
Trevor Vittatoe,UTEP,CUSA,12,224,409,54.8,3308,8.1,7.5,17,13,130.1,45,-83,-1.8,0,2009
Martevious Young,Southern Mississippi,CUSA,10,132,230,57.4,1861,8.1,8.9,16,3,145.7,72,294,4.1,1,2009
Russell Wilson,North Carolina State,ACC,12,224,378,59.3,3027,8.0,8.3,31,11,147.8,103,260,2.5,4,2009
Chris Todd,Auburn,SEC,13,198,328,60.4,2612,8.0,8.5,22,6,145.7,44,-116,-2.6,0,2009
Ricky Stanzi,Iowa,Big Ten,11,171,304,56.3,2417,8.0,6.8,17,15,131.6,55,-31,-0.6,0,2009
Riley Skinner,Wake Forest,ACC,12,264,400,66.0,3160,7.9,7.9,26,12,147.8,70,56,0.8,2,2009
Daryll Clark,Penn State,Big Ten,13,232,381,60.9,3003,7.9,8.0,24,10,142.6,84,211,2.5,7,2009
Diondre Borel,Utah State,WAC,12,214,366,58.5,2885,7.9,8.3,17,4,137.8,173,458,2.6,6,2009
G.J. Kinne,Tulsa,CUSA,12,210,345,60.9,2732,7.9,7.9,22,10,142.6,151,393,2.6,5,2009
Matt Barkley,USC,Pac-10,12,211,352,59.9,2735,7.8,6.8,15,14,131.3,45,-38,-0.8,2,2009
Joe Cox,Georgia,SEC,13,185,331,55.9,2584,7.8,7.2,24,15,136.3,31,-28,-0.9,0,2009
Tom Savage,Rutgers,Big East,12,149,285,52.3,2211,7.8,7.6,14,7,128.7,59,-105,-1.8,1,2009
Greg McElroy,Alabama,SEC,14,198,325,60.9,2508,7.7,8.2,17,4,140.5,54,83,1.5,1,2009
Aaron Opelt,Toledo,MAC,9,154,261,59.0,1997,7.7,7.2,16,10,135.8,30,164,5.5,3,2009
Terrance Cain,Utah,MWC,12,137,215,63.7,1624,7.6,7.5,11,5,139.4,87,318,3.7,2,2009
Colt McCoy,Texas,Big 12,14,332,470,70.6,3521,7.5,7.5,27,12,147.4,129,348,2.7,3,2009
Dan Lefevour,Central Michigan,MAC,14,318,456,69.7,3438,7.5,8.1,28,7,150.3,183,713,3.9,15,2009
Kevin Riley,California,Pac-10,13,209,382,54.7,2850,7.5,7.5,18,8,128.7,82,51,0.6,1,2009
Jevan Snead,Ole Miss,SEC,13,191,351,54.4,2632,7.5,6.1,20,20,124.8,52,101,1.9,3,2009
Tony Pike,Cincinnati,Big East,10,211,338,62.4,2520,7.5,8.4,29,6,149.8,31,6,0.2,2,2009
Bryant Moniz,Hawaii,WAC,10,182,319,57.1,2396,7.5,7.0,14,10,128.4,58,117,2.0,1,2009
Grant Stucker,Colorado State,MWC,11,133,251,53.0,1874,7.5,6.3,12,12,121.9,38,9,0.2,2,2009
Chandler Harnish,Northern Illinois,MAC,10,143,223,64.1,1670,7.5,7.3,11,6,137.9,89,229,2.6,2,2009
Jeff Van Camp,Florida Atlantic,Sun Belt,10,109,184,59.2,1372,7.5,8.3,12,2,141.2,35,19,0.5,3,2009
Thaddeus Lewis,Duke,ACC,12,274,449,61.0,3330,7.4,7.5,20,8,134.5,86,48,0.6,4,2009
Brett Hodges,UCF,CUSA,12,197,329,59.9,2438,7.4,6.7,17,13,131.3,59,-18,-0.3,1,2009
Todd Reesing,Kansas,Big 12,12,313,496,63.1,3616,7.3,7.3,22,10,134.9,104,119,1.1,6,2009
Taylor Potts,Texas Tech,Big 12,12,309,470,65.7,3440,7.3,7.0,22,13,137.1,24,-166,-6.9,2,2009
Sean Canfield,Oregon State,Pac-10,13,303,446,67.9,3271,7.3,7.6,21,7,141.9,48,-160,-3.3,2,2009
Jonathan Crompton,Tennessee,SEC,13,224,384,58.3,2800,7.3,7.2,27,13,136.0,44,-52,-1.2,1,2009
Jordan Jefferson,LSU,SEC,12,182,296,61.5,2166,7.3,7.4,17,7,137.2,112,171,1.5,1,2009
Spencer Keith,Kent State,MAC,10,168,294,57.1,2147,7.3,6.6,14,11,126.7,42,84,2.0,1,2009
Colin Kaepernick,Nevada,WAC,13,166,282,58.9,2052,7.3,7.7,20,6,139.1,161,1183,7.3,16,2009
Tate Forcier,Michigan,Big Ten,12,165,281,58.7,2050,7.3,6.6,13,10,128.1,118,240,2.0,3,2009
Jerrod Johnson,Texas A&M,Big 12,13,296,497,59.6,3579,7.2,7.7,30,8,136.7,145,506,3.5,8,2009
Jarrett Brown,West Virginia,Big East,13,187,296,63.2,2144,7.2,6.6,11,9,130.2,117,466,4.0,6,2009
Ross Jenkins,Louisiana Tech,WAC,12,172,290,59.3,2095,7.2,7.6,17,5,135.9,79,73,0.9,2,2009
Juice Williams,Illinois,Big Ten,11,131,227,57.7,1632,7.2,6.9,12,7,129.4,143,507,3.5,4,2009
Landry Jones,Oklahoma,Big 12,13,261,449,58.1,3198,7.1,6.9,26,14,130.8,35,-113,-3.2,0,2009
Jake Locker,Washington,Pac-10,12,230,394,58.4,2800,7.1,6.9,21,11,130.1,112,388,3.5,7,2009
Zach Maynard,Buffalo,MAC,12,218,379,57.5,2694,7.1,6.3,18,15,125.0,87,300,3.4,1,2009
Zac Lee,Nebraska,Big 12,13,177,302,58.6,2143,7.1,6.5,14,10,126.9,103,171,1.7,1,2009
Terrelle Pryor,Ohio State,Big Ten,13,167,295,56.6,2094,7.1,6.6,18,11,128.9,162,779,4.8,7,2009
Dave Shinskie,Boston College,ACC,13,149,288,51.7,2049,7.1,6.0,15,14,119.0,30,-74,-2.5,1,2009
Greg Paulus,Syracuse,Big East,12,193,285,67.7,2024,7.1,5.8,13,14,132.6,51,-12,-0.2,1,2009
Tyler Sheehan,Bowling Green State,MAC,13,373,575,64.9,4051,7.0,7.4,27,7,137.1,73,-8,-0.1,4,2009
Mike Kafka,Northwestern,Big Ten,13,319,492,64.8,3430,7.0,6.5,16,12,129.3,150,295,2.0,8,2009
Ryan Lindley,San Diego State,MWC,12,239,437,54.7,3054,7.0,6.4,23,16,123.4,22,-131,-6.0,1,2009
Joey Elliott,Purdue,Big Ten,12,267,433,61.7,3026,7.0,6.7,22,13,131.1,87,268,3.1,4,2009
Dwight Dasher,Middle Tennessee State,Sun Belt,13,219,399,54.9,2789,7.0,6.6,23,14,125.6,224,1154,5.2,13,2009
Adam Weber,Minnesota,Big Ten,13,191,367,52.0,2582,7.0,5.9,13,15,114.7,73,-133,-1.8,1,2009
Jeremiah Masoli,Oregon,Pac-10,12,177,305,58.0,2147,7.0,7.1,15,6,129.5,121,668,5.5,13,2009
Ben Chappell,Indiana,Big Ten,12,268,428,62.6,2941,6.9,6.1,17,15,126.4,41,-9,-0.2,3,2009
Theo Scott,Ohio,MAC,14,199,344,57.8,2369,6.9,6.6,20,11,128.5,78,120,1.5,3,2009
Zac Robinson,Oklahoma State,Big 12,12,180,301,59.8,2084,6.9,6.1,15,12,126.4,111,305,2.7,4,2009
Kyle Parker,Clemson,ACC,14,205,369,55.6,2526,6.8,6.5,20,12,124.4,61,135,2.2,1,2009
Omar Clayton,UNLV,MWC,11,196,326,60.1,2230,6.8,6.0,13,12,123.4,76,238,3.1,3,2009
Chris Turner,Maryland,ACC,10,180,303,59.4,2069,6.8,6.0,10,10,121.1,84,22,0.3,2,2009
Patrick Pinkney,East Carolina,CUSA,14,259,440,58.9,2947,6.7,6.2,15,12,120.9,48,81,1.7,3,2009
Kevin Prince,UCLA,Pac-10,11,173,308,56.2,2050,6.7,6.0,8,8,115.5,68,179,2.6,1,2009
Austen Arnaud,Iowa State,Big 12,12,178,303,58.7,2015,6.7,5.6,14,13,121.3,147,561,3.8,8,2009
Nick Florence,Baylor,Big 12,9,165,266,62.0,1786,6.7,5.6,6,9,119.1,57,62,1.1,3,2009
Corey Leonard,Arkansas State,Sun Belt,9,114,211,54.0,1416,6.7,6.1,7,6,115.7,72,174,2.4,0,2009
Stephen Garcia,South Carolina,SEC,13,239,432,55.3,2862,6.6,6.4,17,10,119.3,120,186,1.6,4,2009
Brian Anderson,Marshall,CUSA,13,231,398,58.0,2646,6.6,5.9,14,13,119.0,64,20,0.3,1,2009
Zac Dysert,Miami (OH),MAC,11,247,401,61.6,2611,6.5,5.3,12,16,118.2,149,258,1.7,5,2009
Chris Masson,Louisiana,Sun Belt,12,222,373,59.5,2406,6.5,6.0,10,8,118.3,62,192,3.1,6,2009
Riley Dodge,North Texas,Sun Belt,10,205,303,67.7,1975,6.5,4.9,9,15,122.3,104,463,4.5,5,2009
Will Hudgens,Memphis,CUSA,9,143,236,60.6,1544,6.5,6.0,7,6,120.3,16,-58,-3.6,1,2009
Tyson Lee,Mississippi State,SEC,12,130,221,58.8,1444,6.5,4.0,4,14,107.0,74,175,2.4,2,2009
Vaughn Charlton,Temple,MAC,13,107,213,50.2,1390,6.5,5.1,10,11,110.2,31,-59,-1.9,1,2009
Tim Hiller,Western Michigan,MAC,12,309,514,60.1,3249,6.3,6.1,23,13,122.9,39,-101,-2.6,0,2009
Paul McCall,Florida International,Sun Belt,11,208,370,56.2,2343,6.3,6.1,14,8,117.6,76,14,0.2,2,2009
Jordan La Secla,San Jose State,WAC,12,182,304,59.9,1926,6.3,5.4,10,11,116.7,56,-110,-2.0,1,2009
Jameel Sewell,Virginia,ACC,11,157,292,53.8,1848,6.3,5.7,7,7,110.0,136,167,1.2,7,2009
Danny Sullivan,Arizona State,Pac-10,10,168,312,53.8,1939,6.2,5.6,10,9,110.9,28,-28,-1.0,3,2009
Kawaun Jakes,Western Kentucky,Sun Belt,11,148,244,60.7,1516,6.2,5.3,9,9,117.6,124,366,3.0,5,2009
Ryan Griffin,Tulane,CUSA,9,141,222,63.5,1382,6.2,5.8,9,6,123.8,28,-59,-2.1,1,2009
Nick Foles,Arizona,Pac-10,12,260,410,63.4,2486,6.1,6.0,19,9,125.2,28,-74,-2.6,3,2009
T.J. Yates,North Carolina,ACC,13,214,355,60.3,2136,6.0,4.9,14,15,115.4,44,-66,-1.5,1,2009
Austyn Carta-Samuels,Wyoming,MWC,13,191,326,58.6,1953,6.0,5.9,10,5,116.0,142,366,2.6,3,2009
Nick Fanuzzi,Rice,CUSA,10,162,270,60.0,1598,5.9,5.4,11,8,117.2,38,-1,0.0,1,2009
Donovan Porterie,New Mexico,MWC,12,249,432,57.6,2411,5.6,4.8,12,13,107.7,86,-33,-0.4,2,2009
Larry Smith,Vanderbilt,SEC,9,106,227,46.7,1126,5.0,3.9,4,7,88.0,85,213,2.5,2,2009
Cam Newton,Auburn,SEC,14,185,280,66.1,2854,10.2,11.2,30,7,182.0,264,1473,5.6,20,2010
Kellen Moore,Boise State,WAC,13,273,383,71.3,3845,10.0,11.2,35,6,182.6,19,-32,-1.7,1,2010
Greg McElroy,Alabama,SEC,13,222,313,70.9,2987,9.5,10.1,20,5,169.0,60,-12,-0.2,1,2010
Ryan Mallett,Arkansas,SEC,13,266,411,64.7,3869,9.4,9.7,32,12,163.6,44,-74,-1.7,4,2010
Scott Tolzien,Wisconsin,Big Ten,13,194,266,72.9,2459,9.2,9.4,16,6,165.9,30,-30,-1.0,0,2010
Bryant Moniz,Hawaii,WAC,14,361,555,65.0,5040,9.1,9.3,39,15,159.1,81,102,1.3,4,2010
Ryan Lindley,San Diego State,MWC,13,243,421,57.7,3830,9.1,8.9,28,14,149.4,19,-31,-1.6,0,2010
Jeff Godfrey,UCF,CUSA,14,159,238,66.8,2159,9.1,8.7,13,8,154.3,152,566,3.7,10,2010
Andrew Luck,Stanford,Pac-10,13,263,372,70.7,3338,9.0,9.7,32,8,170.2,55,453,8.2,3,2010
Andy Dalton,TCU,MWC,13,209,316,66.1,2857,9.0,9.9,27,6,166.5,86,435,5.1,6,2010
Aaron Murray,Georgia,SEC,13,209,342,61.1,3049,8.9,9.3,24,8,154.5,87,167,1.9,4,2010
Stephen Garcia,South Carolina,SEC,14,224,349,64.2,3059,8.8,8.1,20,14,148.7,105,222,2.1,6,2010
Denard Robinson,Michigan,Big Ten,13,182,291,62.5,2570,8.8,8.4,18,11,149.6,256,1702,6.6,14,2010
Ricky Stanzi,Iowa,Big Ten,13,221,345,64.1,3004,8.7,9.4,25,6,157.6,48,-6,-0.1,2,2010
Tyrod Taylor,Virginia Tech,ACC,14,188,315,59.7,2743,8.7,9.5,24,5,154.8,146,659,4.5,5,2010
Chandler Harnish,Northern Illinois,MAC,13,189,292,64.7,2530,8.7,9.3,21,5,157.8,137,836,6.1,7,2010
Terrelle Pryor,Ohio State,Big Ten,13,210,323,65.0,2772,8.6,8.7,27,11,157.9,135,754,5.6,4,2010
Dan Persa,Northwestern,Big Ten,10,222,302,73.5,2581,8.5,8.9,15,4,159.0,164,519,3.2,9,2010
Brandon Weeden,Oklahoma State,Big 12,13,342,511,66.9,4277,8.4,8.6,34,13,154.1,17,-68,-4.0,0,2010
Colin Kaepernick,Nevada,WAC,14,233,359,64.9,3022,8.4,8.6,21,8,150.5,173,1206,7.0,20,2010
Kirk Cousins,Michigan State,Big Ten,13,226,338,66.9,2825,8.4,8.2,20,10,150.7,40,-136,-3.4,1,2010
T.J. Yates,North Carolina,ACC,13,282,422,66.8,3418,8.1,8.0,19,9,145.5,79,-77,-1.0,3,2010
Chris Relf,Mississippi State,SEC,13,129,220,58.6,1789,8.1,8.1,13,6,141.0,194,713,3.7,5,2010
Darron Thomas,Oregon,Pac-10,13,222,361,61.5,2881,8.0,8.5,30,9,151.0,93,486,5.2,5,2010
G.J. Kinne,Tulsa,CUSA,13,275,460,59.8,3650,7.9,8.3,31,10,144.3,158,561,3.6,7,2010
Mike Hartline,Kentucky,SEC,12,268,405,66.2,3178,7.8,8.0,23,9,146.4,32,-35,-1.1,1,2010
Ryan Colburn,Fresno State,WAC,13,227,360,63.1,2817,7.8,8.0,23,9,144.9,95,75,0.8,3,2010
Jordan Wynn,Utah,MWC,10,186,299,62.2,2334,7.8,7.4,17,10,139.9,18,-11,-0.6,0,2010
Carson Coffman,Kansas State,Big 12,12,171,263,65.0,2060,7.8,7.7,14,7,143.1,110,157,1.4,9,2010
Robert Griffin III,Baylor,Big 12,13,304,454,67.0,3501,7.7,7.9,22,8,144.2,149,635,4.3,8,2010
Boo Jackson,Ohio,MAC,13,149,245,60.8,1897,7.7,6.1,18,17,136.2,132,345,2.6,7,2010
Landry Jones,Oklahoma,Big 12,14,405,617,65.6,4718,7.6,8.0,38,12,146.3,51,-128,-2.5,1,2010
Zach Collaros,Cincinnati,Big East,11,225,383,58.7,2902,7.6,7.3,26,14,137.5,121,202,1.7,4,2010
Jeff Tuel,Washington State,Pac-10,12,219,366,59.8,2780,7.6,7.1,18,12,133.3,134,204,1.5,1,2010
Kyle Padron,SMU,CUSA,14,302,508,59.4,3828,7.5,7.5,31,14,137.4,104,244,2.3,4,2010
Nick Foles,Arizona,Pac-10,11,286,426,67.1,3191,7.5,7.4,20,10,140.9,35,-113,-3.2,1,2010
Steven Threet,Arizona State,Pac-10,11,208,336,61.9,2534,7.5,6.5,18,16,133.4,59,19,0.3,2,2010
Matt Simms,Tennessee,SEC,11,113,195,57.9,1460,7.5,7.2,8,5,129.3,45,-108,-2.4,1,2010
Corey Robinson,Troy,Sun Belt,13,321,505,63.6,3726,7.4,7.2,28,15,137.9,48,-100,-2.1,0,2010
Matt Barkley,USC,Pac-10,12,236,377,62.6,2791,7.4,7.4,26,12,141.2,34,-17,-0.5,2,2010
Geno Smith,West Virginia,Big East,13,241,372,64.8,2763,7.4,7.9,24,7,144.7,106,217,2.0,0,2010
Tino Sunseri,Pitt,Big East,13,223,346,64.5,2572,7.4,7.2,16,9,137.0,53,108,2.0,2,2010
Alex Carder,Western Michigan,MAC,12,289,458,63.1,3334,7.3,7.4,30,12,140.6,109,226,2.1,6,2010
Jordan La Secla,San Jose State,WAC,13,231,391,59.1,2860,7.3,6.3,16,16,125.8,69,-9,-0.1,1,2010
Adam Weber,Minnesota,Big Ten,12,205,368,55.7,2679,7.3,7.3,20,9,129.9,52,156,3.0,0,2010
Jeff Van Camp,Florida Atlantic,Sun Belt,12,192,335,57.3,2459,7.3,6.6,17,13,128.0,55,-189,-3.4,0,2010
Chas Dodd,Rutgers,Big East,11,123,223,55.2,1637,7.3,6.9,11,7,126.8,62,-253,-4.1,0,2010
Ryan Radcliff,Central Michigan,MAC,12,282,466,60.5,3358,7.2,6.3,17,17,125.8,66,-99,-1.5,1,2010
Bryan Ellis,UAB,CUSA,11,231,411,56.2,2940,7.2,7.1,25,12,130.5,25,29,1.2,2,2010
Ryan Aplin,Arkansas State,Sun Belt,12,252,410,61.5,2939,7.2,7.0,21,11,133.2,138,477,3.5,11,2010
Danny O'Brien,Maryland,ACC,13,192,337,57.0,2438,7.2,7.5,22,8,134.5,31,-48,-1.5,1,2010
Ryan Williams,Memphis,CUSA,12,165,290,56.9,2075,7.2,6.5,13,10,124.9,48,-174,-3.6,0,2010
Marc Verica,Virginia,ACC,12,233,396,58.8,2799,7.1,6.2,14,14,122.8,42,-47,-1.1,0,2010
Wesley Carroll,Florida International,Sun Belt,13,226,367,61.6,2623,7.1,6.3,16,14,128.4,57,-8,-0.1,1,2010
Alex Gillett,Eastern Michigan,MAC,12,127,229,55.5,1633,7.1,5.7,13,13,122.7,179,766,4.3,5,2010
Austin Davis,Southern Mississippi,CUSA,13,278,442,62.9,3103,7.0,7.3,20,6,134.1,145,452,3.1,10,2010
Zac Dysert,Miami (OH),MAC,11,222,343,64.7,2406,7.0,6.2,13,12,129.2,79,27,0.3,1,2010
Nick Fanuzzi,Rice,CUSA,10,151,241,62.7,1681,7.0,6.2,11,9,128.8,65,13,0.2,0,2010
Ryan Tannehill,Texas A&M,Big 12,13,152,234,65.0,1638,7.0,7.0,13,6,137.0,51,76,1.5,1,2010
Nathan Enderle,Idaho,WAC,13,271,478,56.7,3314,6.9,6.3,22,16,123.4,59,-197,-3.3,1,2010
Jeremiah Masoli,Ole Miss,SEC,12,167,296,56.4,2039,6.9,5.9,14,13,121.1,121,544,4.5,6,2010
Nathan Scheelhaase,Illinois,Big Ten,13,155,264,58.7,1825,6.9,6.8,17,8,132.0,185,868,4.7,5,2010
B.J. Daniels,South Florida,Big East,12,143,245,58.4,1685,6.9,5.4,11,13,120.3,112,259,2.3,5,2010
Taylor Potts,Texas Tech,Big 12,13,369,551,67.0,3726,6.8,7.2,35,10,141.1,33,4,0.1,2,2010
Russell Wilson,North Carolina State,ACC,13,308,527,58.4,3563,6.8,6.6,28,14,127.5,143,435,3.0,9,2010
Ben Chappell,Indiana,Big Ten,12,302,483,62.5,3295,6.8,7.0,24,9,132.5,47,14,0.3,3,2010
Trevor Vittatoe,UTEP,CUSA,13,220,407,54.1,2756,6.8,6.4,22,13,122.4,55,98,1.8,0,2010
Pete Thomas,Colorado State,MWC,12,253,391,64.7,2662,6.8,5.9,11,13,124.5,77,-117,-1.5,0,2010
Kolton Browning,Louisiana-Monroe,Sun Belt,12,234,378,61.9,2552,6.8,6.3,18,12,128.0,171,385,2.3,4,2010
Ryan Katz,Oregon State,Pac-10,12,213,355,60.0,2401,6.8,6.4,18,11,127.3,78,14,0.2,2,2010
Jake Locker,Washington,Pac-10,12,184,332,55.4,2265,6.8,6.6,17,9,124.2,114,385,3.4,6,2010
Christian Ponder,Florida State,ACC,12,184,299,61.5,2044,6.8,7.0,20,8,135.7,100,180,1.8,4,2010
Austyn Carta-Samuels,Wyoming,MWC,11,154,252,61.1,1702,6.8,6.0,9,8,123.3,117,392,3.4,3,2010
Jordan Jefferson,LSU,SEC,13,118,209,56.5,1411,6.8,5.3,7,10,114.7,123,450,3.7,7,2010
Blaine Gabbert,Missouri,Big 12,13,301,475,63.4,3186,6.7,6.5,16,9,127.0,112,232,2.1,5,2010
Sean Renfree,Duke,ACC,12,285,464,61.4,3131,6.7,5.7,14,17,120.7,51,-47,-0.9,4,2010
Diondre Borel,Utah State,WAC,12,167,314,53.2,2108,6.7,5.4,8,13,109.7,142,298,2.1,7,2010
Cody Hawkins,Colorado,Big 12,12,124,231,53.7,1547,6.7,6.9,14,5,125.6,9,-32,-3.6,0,2010
Chris Masson,Louisiana,Sun Belt,9,148,280,52.9,1842,6.6,6.4,11,6,116.8,47,24,0.5,1,2010
Jacory Harris,Miami (FL),ACC,10,148,270,54.8,1793,6.6,5.2,14,15,116.6,29,27,0.9,2,2010
Dominique Davis,East Carolina,CUSA,13,393,609,64.5,3967,6.5,6.5,37,16,134.0,79,141,1.8,9,2010
Ryan Nassib,Syracuse,Big East,13,202,358,56.4,2334,6.5,6.6,19,8,124.2,66,-39,-0.6,1,2010
Kyle Parker,Clemson,ACC,13,196,341,57.5,2213,6.5,5.7,12,11,117.2,47,28,0.6,0,2010
Ryan Griffin,Tulane,CUSA,11,223,372,59.9,2371,6.4,6.2,14,8,121.6,39,-146,-3.7,0,2010
Omar Clayton,UNLV,MWC,13,158,283,55.8,1818,6.4,5.9,13,9,118.6,97,194,2.0,1,2010
Ross Jenkins,Louisiana Tech,WAC,11,172,274,62.8,1760,6.4,6.3,12,6,126.8,55,108,2.0,4,2010
John Brantley,Florida,SEC,13,200,329,60.8,2061,6.3,5.4,9,10,116.4,52,-111,-2.1,0,2010
Garrett Gilbert,Texas,Big 12,12,260,441,59.0,2744,6.2,4.9,10,17,111.0,100,380,3.8,5,2010
Brian Anderson,Marshall,CUSA,12,218,384,56.8,2358,6.1,5.4,20,15,117.7,47,90,1.9,0,2010
Spencer Keith,Kent State,MAC,12,215,364,59.1,2212,6.1,5.2,8,11,111.3,59,18,0.3,3,2010
Richard Brehaut,UCLA,Pac-10,9,119,212,56.1,1296,6.1,5.2,6,7,110.2,57,61,1.1,4,2010
Jake Heaps,Brigham Young,MWC,13,219,383,57.2,2316,6.0,5.8,15,9,116.2,34,-100,-2.9,1,2010
Matt Schilz,Bowling Green State,MAC,10,229,377,60.7,2223,5.9,4.6,8,14,109.8,50,-143,-2.9,3,2010
Jerry Davis,Buffalo,MAC,10,142,298,47.7,1753,5.9,4.5,16,16,104.0,96,236,2.5,0,2010
Austen Arnaud,Iowa State,Big 12,11,171,290,59.0,1703,5.9,5.2,13,10,116.2,103,287,2.8,2,2010
Kawaun Jakes,Western Kentucky,Sun Belt,12,149,291,51.2,1680,5.8,5.5,10,6,106.9,96,200,2.1,4,2010
Keith Wenning,Ball State,MAC,12,128,235,54.5,1373,5.8,4.4,14,14,111.3,32,-3,-0.1,2,2010
Tanner Price,Wake Forest,ACC,11,137,241,56.8,1349,5.6,4.7,7,8,106.8,75,120,1.6,4,2010
Jordan Webb,Kansas,Big 12,9,121,214,56.5,1195,5.6,4.6,7,8,106.8,59,84,1.4,0,2010
Zach Frazer,Connecticut,Big East,11,136,261,52.1,1425,5.5,4.8,5,6,99.7,29,14,0.5,0,2010
Patrick Nicely,Akron,MAC,12,166,336,49.4,1753,5.2,4.1,10,13,95.3,61,-125,-2.0,1,2010
Larry Smith,Vanderbilt,SEC,11,117,247,47.4,1262,5.1,4.7,6,5,94.3,105,248,2.4,4,2010
Robert Griffin III,Baylor,Big 12,13,291,402,72.4,4293,10.7,11.8,37,6,189.5,179,699,3.9,10,2011
Russell Wilson,Wisconsin,Big Ten,14,225,309,72.8,3175,10.3,11.8,33,4,191.8,79,338,4.3,6,2011
Case Keenum,Houston,CUSA,14,428,603,71.0,5631,9.3,10.6,48,5,174.0,57,35,0.6,3,2011
Bryn Renner,North Carolina,ACC,13,239,350,68.3,3086,8.8,8.6,26,13,159.4,57,-88,-1.5,1,2011
Terrance Owens,Toledo,MAC,12,166,230,72.2,2022,8.8,9.8,18,3,169.2,41,209,5.1,1,2011
Kellen Moore,Boise State,MWC,13,326,439,74.3,3800,8.7,9.7,43,9,175.2,20,-66,-3.3,0,2011
Andrew Luck,Stanford,Pac-12,13,288,404,71.3,3517,8.7,9.4,37,10,169.7,47,150,3.2,2,2011
Blaine Gautier,Louisiana,Sun Belt,13,216,344,62.8,2958,8.6,9.2,23,6,153.6,118,486,4.1,3,2011
E.J. Manuel,Florida State,ACC,12,203,311,65.3,2666,8.6,8.6,18,8,151.2,110,151,1.4,4,2011
Keith Price,Washington,Pac-12,13,242,362,66.9,3063,8.5,8.9,33,11,161.9,56,10,0.2,3,2011
Casey Pachall,TCU,MWC,13,228,343,66.5,2921,8.5,9.1,25,7,158.0,68,51,0.8,2,2011
John Brantley,Florida,SEC,11,144,240,60.0,2044,8.5,8.1,11,7,140.8,25,-120,-4.8,0,2011
Riley Nelson,Brigham Young,Ind,12,116,202,57.4,1717,8.5,8.8,19,7,152.9,88,392,4.5,1,2011
Brandon Weeden,Oklahoma State,Big 12,13,409,565,72.4,4727,8.4,8.6,37,13,159.7,17,-102,-6.0,1,2011
Chandler Harnish,Northern Illinois,MAC,14,237,384,61.7,3216,8.4,9.1,28,6,153.0,194,1379,7.1,11,2011
Denard Robinson,Michigan,Big Ten,13,142,258,55.0,2173,8.4,7.4,20,15,139.7,221,1176,5.3,16,2011
Geno Smith,West Virginia,Big East,13,346,526,65.8,4385,8.3,8.9,31,7,152.6,56,-33,-0.6,2,2011
Tyler Wilson,Arkansas,SEC,13,277,438,63.2,3638,8.3,8.8,24,6,148.4,60,-3,-0.1,4,2011
Jacory Harris,Miami (FL),ACC,11,195,300,65.0,2486,8.3,8.3,20,9,150.6,53,88,1.7,0,2011
Jeff Godfrey,UCF,CUSA,12,160,232,69.0,1898,8.2,7.6,5,5,140.5,111,405,3.6,9,2011
Kevin Prince,UCLA,Pac-12,11,126,224,56.3,1828,8.2,7.6,12,8,135.3,120,424,3.5,1,2011
Darron Thomas,Oregon,Pac-12,13,211,339,62.2,2761,8.1,9.2,33,7,158.7,56,206,3.7,3,2011
Tyler Tettleton,Ohio,MAC,14,265,413,64.2,3306,8.0,8.3,28,10,148.9,167,666,4.0,10,2011
A.J. McCarron,Alabama,SEC,13,219,328,66.8,2634,8.0,8.3,16,5,147.3,30,-22,-0.7,2,2011
Dan Persa,Northwestern,Big Ten,10,218,297,73.4,2376,8.0,8.1,17,7,154.8,79,32,0.4,1,2011
Landry Jones,Oklahoma,Big 12,13,355,562,63.2,4463,7.9,7.8,29,15,141.6,32,-24,-0.8,2,2011
Derek Carr,Fresno State,WAC,13,279,446,62.6,3544,7.9,8.2,26,9,144.5,57,72,1.3,3,2011
Matt Barkley,USC,Pac-12,12,308,446,69.1,3528,7.9,9.0,39,7,161.2,28,14,0.5,2,2011
Kirk Cousins,Michigan State,Big Ten,14,267,419,63.7,3316,7.9,8.0,25,10,145.1,37,-39,-1.1,0,2011
